FOLIO,VIV_SEL,HOGAR,N_REN,P12_1_1,P12_1_2,P12_1_3,P12_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_4_1,P12_4_2,P12_4_3,P12_4_4,P12_4_5,P12_4_6,P12_5_1,P12_5_2,P12_5_3,P12_5_4,P12_5_5,P12_5_6,P12_5_7,P12_6_1,P12_6_2,P12_6_3,P12_6_4,P12_6_5,P12_6_6,ENT,EST_DIS,UPM_DIS,FACTOR
0760088,16,1,01,2,2,2,4,4,4,4,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001429,2253
0760088,17,1,01,1,1,1,3,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,07,108,0001429,2949
0760088,18,1,01,1,1,1,3,2,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,07,108,0001429,2253
0760088,20,1,01,2,2,2,4,3,4,2,3,5,3,3,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001429,2253
0760089,01,1,01,2,2,2,2,4,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,109,0001430,1605
0760089,02,1,01,2,2,2,1,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,07,109,0001430,1605
0760089,03,1,02,2,2,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,2,2,07,109,0001430,2101
0760089,04,1,03,2,2,1,2,2,3,4,4,3,2,3,3,2,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,07,109,0001430,2407
0760089,05,1,01,2,2,2,9,4,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,109,0001430,1400
0760089,06,1,01,2,2,2,1,4,5,3,2,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,109,0001430,700
0760089,07,1,02,9,2,2,1,4,4,4,4,4,3,1,3,3,1,1,2,3,1,2,3,1,3,2,1,2,2,2,2,07,109,0001430,2407
0760089,08,1,04,1,1,1,3,4,3,5,4,2,3,5,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,07,109,0001430,2801
0760089,09,1,01,1,1,2,1,4,5,4,4,3,3,4,3,3,2,2,1,1,1,1,3,1,1,2,1,2,2,2,2,07,109,0001430,700
0760089,10,1,02,2,2,2,2,4,4,4,2,5,3,3,1,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,07,109,0001430,1400
0760089,11,1,01,1,1,1,1,4,5,1,2,2,3,3,1,1,1,1,3,3,1,1,1,1,1,2,1,2,2,2,2,07,109,0001430,1605
0760089,13,1,01,2,2,2,3,2,3,2,3,5,4,4,3,3,2,2,2,2,2,1,1,1,3,2,1,2,2,2,2,07,109,0001430,802
0760089,14,1,03,1,1,1,1,3,2,5,5,1,2,4,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,07,109,0001430,3210
0760089,15,1,01,2,2,2,1,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,109,0001430,1605
0760089,16,1,01,2,2,2,1,2,4,5,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,07,109,0001430,1605
0760089,17,1,01,1,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,07,109,0001430,1605
0760089,18,1,03,1,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,109,0001430,2407
0760089,19,1,02,2,2,2,2,4,4,4,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,07,109,0001430,2101
0760089,20,1,03,1,1,2,3,2,1,1,1,1,2,2,1,3,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,07,109,0001430,3210
0760133,01,1,01,1,1,1,3,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,07,108,0001431,2658
0760133,02,1,02,2,2,2,3,4,4,3,3,3,2,1,1,1,1,1,3,3,1,1,1,1,1,2,2,2,2,2,2,07,108,0001431,2320
0760133,03,1,01,2,2,2,4,4,4,4,4,4,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,07,108,0001431,1329
0760133,04,1,02,1,1,1,1,4,3,4,4,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001431,2320
0760133,05,1,02,2,2,2,9,4,5,3,3,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,07,108,0001431,2320
0760133,06,1,01,2,2,2,4,4,4,3,3,4,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,07,108,0001431,2658
0760133,07,1,02,2,2,2,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,07,108,0001431,3480
0760133,08,1,02,2,2,2,2,4,5,5,3,5,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,07,108,0001431,5800
0760133,09,1,03,2,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001431,3988
0760133,10,1,01,2,2,2,4,4,4,5,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001431,3988
0760133,11,1,01,1,9,1,3,4,5,5,5,2,2,5,2,1,1,1,3,2,1,1,2,1,3,2,2,2,2,2,2,07,108,0001431,1160
0760133,12,1,02,1,1,1,3,4,4,4,4,4,1,5,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,07,108,0001431,2320
0760133,13,1,02,1,1,2,4,4,5,3,3,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001431,2320
0760133,14,1,01,1,1,9,3,4,5,4,4,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001431,1160
0760133,15,1,01,1,1,1,3,4,4,3,3,5,2,2,1,1,1,1,2,3,1,2,2,2,2,2,1,2,2,2,2,07,108,0001431,6646
0760133,16,1,02,1,1,1,2,4,5,3,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001431,3480
0760133,18,1,02,1,1,1,3,4,5,1,1,5,2,5,3,3,3,3,1,2,2,3,1,1,3,2,1,2,2,2,2,07,108,0001431,3480
0760133,19,1,01,2,2,2,3,3,2,4,5,5,3,2,1,1,1,1,3,1,1,1,1,1,1,2,1,9,2,2,2,07,108,0001431,3988
0760133,20,1,01,2,2,2,3,4,5,3,2,5,3,5,1,1,1,1,1,3,1,1,2,2,3,2,1,2,2,2,2,07,108,0001431,3480
0760158,01,1,01,2,2,2,2,4,3,4,4,5,2,2,1,2,2,2,1,3,3,1,1,1,1,2,2,2,2,2,2,07,108,0001432,2310
0760158,03,1,01,1,2,1,3,3,4,2,1,3,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,07,108,0001432,2310
0760158,04,1,02,2,2,2,3,3,3,4,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,07,108,0001432,2310
0760158,05,1,02,1,2,2,4,1,4,4,3,5,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001432,2310
0760158,06,1,02,2,2,2,4,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001432,3024
0760158,07,1,01,1,1,1,1,4,5,5,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001432,1008
0760158,08,1,01,1,2,2,1,3,3,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001432,2310
0760158,09,1,01,2,1,2,3,3,3,5,3,5,4,4,1,3,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,07,108,0001432,2310
0760158,10,1,02,2,1,1,1,3,5,5,3,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001432,2016
0760158,11,1,02,1,1,1,3,4,4,5,3,5,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,07,108,0001432,3024
0760158,12,1,02,2,2,2,9,3,3,3,3,5,3,3,1,3,1,1,1,3,1,3,3,1,3,2,2,2,2,2,2,07,108,0001432,2016
0760158,13,1,02,2,2,2,9,2,4,5,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001432,2016
0760158,14,1,02,1,1,1,3,3,5,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001432,3024
0760158,15,1,01,2,2,2,1,4,4,3,2,5,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001432,4620
0760158,16,1,04,2,2,2,2,3,3,4,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,07,108,0001432,5775
0760158,17,1,02,2,2,2,2,4,3,3,2,5,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,07,108,0001432,2016
0760158,18,1,07,2,2,2,9,4,5,5,4,5,4,5,1,1,1,1,1,1,1,4,4,4,4,2,2,2,2,2,2,07,108,0001432,7056
0760158,19,1,02,2,1,2,1,1,2,5,1,5,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,07,108,0001432,2016
0760158,20,1,02,2,2,2,2,4,4,5,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001432,3024
0760165,01,1,02,2,2,2,1,4,4,3,3,5,1,2,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001433,10546
0760165,02,1,02,2,2,2,2,4,5,2,3,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001433,2301
0760165,03,1,01,1,1,2,1,4,3,3,5,5,2,3,3,3,1,1,1,3,1,1,1,1,1,2,1,2,2,2,2,07,108,0001433,6591
0760165,05,1,02,1,1,1,4,4,5,4,4,5,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001433,2301
0760165,06,1,01,2,2,2,4,3,5,3,3,5,1,5,2,2,3,5,1,2,2,1,2,1,2,2,2,2,2,2,2,07,108,0001433,1150
0760165,07,1,01,2,1,1,3,4,5,4,4,5,3,5,3,3,3,2,4,2,3,3,3,3,3,2,1,2,2,2,2,07,108,0001433,3451
0760165,08,1,01,2,2,2,4,4,5,4,3,5,2,5,1,1,1,1,3,3,2,3,2,2,3,2,2,2,2,2,2,07,108,0001433,3955
0760165,10,1,02,1,1,1,3,3,5,2,3,2,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001433,2301
0760165,11,1,03,1,2,2,9,4,5,4,5,5,2,5,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,07,108,0001433,3451
0760165,12,1,01,2,2,2,3,3,5,2,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001433,5273
0760165,13,1,01,2,2,2,1,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001433,3451
0760165,14,1,02,1,1,1,3,3,4,3,2,5,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,07,108,0001433,7910
0760165,15,1,01,2,2,2,4,3,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,07,108,0001433,2637
0760165,16,1,02,2,2,1,1,1,5,2,1,1,1,5,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,07,108,0001433,2301
0760165,17,1,02,1,1,1,3,3,5,5,3,2,2,5,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,07,108,0001433,2301
0760165,18,1,02,2,2,2,9,4,5,3,3,5,3,5,3,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,07,108,0001433,2301
0760165,19,1,05,1,1,1,3,3,1,3,2,4,3,1,3,4,3,1,1,3,3,1,3,4,1,2,1,2,1,2,2,07,108,0001433,5752
0760165,20,1,01,2,2,2,4,4,5,3,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,07,108,0001433,2637
0760188,01,1,03,2,2,2,1,4,4,5,2,1,4,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,109,0001434,4189
0760188,03,1,02,2,2,2,1,3,5,5,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,109,0001434,1828
0760188,04,1,01,2,2,2,9,4,4,4,3,5,4,5,2,3,1,3,3,3,4,4,3,4,4,2,1,2,2,2,2,07,109,0001434,2095
0760188,05,1,01,2,2,2,3,4,4,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,07,109,0001434,2742
0760188,06,1,01,2,2,2,2,4,4,5,2,3,3,4,2,1,1,1,2,3,3,3,2,2,3,2,1,2,2,2,2,07,109,0001434,2095
0760188,07,1,03,2,2,2,9,4,3,4,3,4,3,2,1,2,1,2,2,2,2,3,1,2,3,2,1,2,2,2,2,07,109,0001434,2742
0760188,09,1,01,2,2,2,3,4,4,3,3,3,3,3,2,2,2,2,3,1,3,3,3,3,3,2,2,2,2,2,2,07,109,0001434,2095
0760188,10,1,02,2,2,2,4,4,5,4,4,4,3,5,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,07,109,0001434,2742
0760188,11,1,02,2,2,2,4,4,5,4,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,109,0001434,3656
0760188,12,1,01,2,2,2,3,4,4,4,4,4,3,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,07,109,0001434,1047
0760188,13,1,01,2,2,2,3,3,4,2,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,07,109,0001434,2095
0760188,14,1,01,1,1,1,2,1,3,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,07,109,0001434,914
0760188,15,1,02,2,2,2,3,4,4,3,3,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,07,109,0001434,1828
0760188,16,1,01,2,2,2,2,1,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,109,0001434,1828
0760188,17,1,02,2,2,2,3,4,4,4,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,109,0001434,3656
0760188,18,1,07,1,1,1,1,4,5,5,1,1,2,5,1,1,1,1,1,3,2,1,1,1,2,2,2,2,2,2,2,07,109,0001434,5483
0760188,19,1,02,2,2,2,1,4,5,5,1,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,109,0001434,1828
0760188,20,1,03,1,1,1,1,3,5,4,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,07,109,0001434,2742
0760274,01,1,01,2,2,2,1,4,4,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001435,2451
0760274,02,1,01,1,1,1,1,4,4,3,3,5,1,1,1,1,1,1,3,3,3,3,3,2,2,2,1,2,2,2,2,07,108,0001435,1404
0760274,03,1,02,2,2,2,2,4,5,3,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,07,108,0001435,2451
0760274,04,1,01,1,1,1,3,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,07,108,0001435,2808
0760274,05,1,01,2,1,2,9,4,4,4,3,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,07,108,0001435,2808
0760274,06,1,02,2,2,2,4,4,5,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,07,108,0001435,2451
0760274,07,1,01,2,2,2,4,4,4,5,1,5,3,5,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,07,108,0001435,1404
0760274,08,1,02,1,1,1,3,4,5,4,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001435,2451
0760274,09,1,01,2,2,2,3,4,4,4,4,5,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,07,108,0001435,1404
0760274,10,1,01,1,1,1,1,3,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001435,1225
0760274,11,1,02,2,2,2,2,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001435,2451
0760274,12,1,01,2,2,2,3,4,4,4,4,4,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,07,108,0001435,2808
0760274,13,1,01,2,1,2,9,4,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001435,2808
0760274,14,1,01,1,1,1,1,4,5,4,2,4,2,5,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,07,108,0001435,8425
0760274,15,1,02,9,9,1,2,4,5,4,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,07,108,0001435,2451
0760274,16,1,01,2,2,2,1,3,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,07,108,0001435,1404
0760274,17,1,08,2,2,2,4,4,4,3,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001435,8425
0760274,18,1,01,2,2,2,1,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001435,2808
0760274,19,1,01,9,9,9,1,4,5,3,3,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001435,1225
0760274,20,1,02,2,2,2,1,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001435,4213
0760291,01,1,05,2,2,2,9,4,5,5,5,5,3,5,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001436,4962
0760291,02,1,03,2,2,2,9,4,5,3,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001436,2977
0760291,03,1,04,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001436,5686
0760291,04,1,03,2,2,2,9,4,4,4,4,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,07,108,0001436,5686
0760291,05,1,02,2,2,2,4,4,4,4,4,5,3,2,2,2,2,2,4,4,3,4,1,4,4,2,2,2,2,2,1,07,108,0001436,3411
0760291,06,1,01,2,2,1,3,4,5,4,4,5,4,5,4,3,2,2,1,3,2,4,2,1,4,2,1,2,2,2,2,07,108,0001436,1137
0760291,07,1,04,2,2,2,9,4,5,5,4,5,3,5,1,1,1,1,2,3,2,2,1,2,2,2,1,2,2,2,2,07,108,0001436,4962
0760291,08,1,01,2,2,2,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,07,108,0001436,3411
0760291,09,1,03,2,2,2,9,4,5,5,4,5,2,5,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,07,108,0001436,5954
0760291,10,1,02,2,2,2,9,4,4,5,3,5,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,07,108,0001436,1985
0760291,11,1,09,2,2,2,1,4,5,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,07,108,0001436,6946
0760291,12,1,01,2,1,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,07,108,0001436,2274
0760291,13,1,01,1,1,1,2,4,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001436,3411
0760291,14,1,01,2,2,2,4,4,5,4,4,5,3,4,3,3,3,3,1,2,2,3,2,2,2,2,2,2,2,2,2,07,108,0001436,1137
0760291,15,1,02,9,2,2,1,4,5,4,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001436,1985
0760291,16,1,04,2,2,2,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,07,108,0001436,4549
0760291,17,1,02,2,2,2,4,4,5,4,3,5,4,5,1,1,1,1,3,4,1,3,3,4,1,2,2,2,2,2,2,07,108,0001436,1985
0760291,18,1,02,1,2,2,4,4,5,3,5,5,4,1,1,3,3,3,3,1,3,4,4,3,1,1,1,2,2,2,2,07,108,0001436,1985
0760291,19,1,02,2,2,2,3,4,5,4,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001436,2977
0760291,20,1,07,2,2,2,9,4,5,5,2,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,07,108,0001436,5954
0760367,01,1,02,1,1,2,3,2,5,5,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,07,108,0001437,2252
0760367,03,1,02,2,2,2,2,4,5,5,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001437,2252
0760367,04,1,02,1,1,1,1,1,5,1,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001437,2252
0760367,04,2,01,2,2,2,9,4,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001437,1126
0760367,05,1,03,1,2,1,4,4,3,5,3,2,3,2,1,2,2,2,2,3,1,2,3,2,3,2,2,1,2,2,2,07,108,0001437,3871
0760367,06,1,01,1,2,1,2,3,3,4,2,2,3,3,1,1,1,1,1,1,1,4,1,1,4,2,2,2,2,2,2,07,108,0001437,3871
0760367,07,1,01,2,2,2,3,3,4,5,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001437,2581
0760367,08,1,02,2,2,2,2,3,5,5,1,2,2,5,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,07,108,0001437,2252
0760367,09,1,02,2,2,2,9,4,3,5,5,3,3,2,3,3,1,3,3,1,3,1,1,3,3,2,1,2,2,2,2,07,108,0001437,2581
0760367,10,1,01,2,1,2,3,4,4,3,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,07,108,0001437,2581
0760367,11,1,01,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001437,3871
0760367,12,1,01,2,2,2,1,2,2,3,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,07,108,0001437,2581
0760367,13,1,02,1,1,1,3,3,3,5,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001437,2581
0760367,14,1,01,1,1,2,2,4,5,3,2,5,2,5,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,07,108,0001437,1290
0760367,15,1,01,2,2,2,4,4,5,5,3,5,3,5,1,1,3,1,1,3,1,1,3,3,1,1,2,2,2,2,2,07,108,0001437,1126
0760367,16,1,01,2,2,2,4,4,5,2,2,5,2,2,3,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,07,108,0001437,1290
0760367,17,1,02,1,1,1,3,2,1,3,3,1,3,3,2,2,1,3,1,1,2,2,2,2,4,2,2,2,1,2,2,07,108,0001437,4504
0760367,18,1,02,2,2,2,3,4,5,5,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001437,2252
0760367,19,1,01,1,1,1,2,4,5,3,3,1,3,5,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001437,2252
0760380,01,1,01,2,2,2,9,4,4,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001438,5331
0760380,02,1,01,2,2,2,1,4,4,3,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001438,1333
0760380,03,1,02,2,2,2,3,3,2,3,1,3,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,07,108,0001438,3489
0760380,04,1,01,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,07,108,0001438,1163
0760380,05,1,02,2,2,2,1,4,4,4,1,1,3,3,1,3,3,1,1,1,1,3,1,3,3,2,2,2,2,2,2,07,108,0001438,3489
0760380,06,1,02,2,2,2,3,4,5,3,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001438,3489
0760380,07,1,02,1,1,2,1,4,5,1,1,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,07,108,0001438,3489
0760380,08,1,02,2,2,2,1,4,4,3,3,2,2,4,3,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,07,108,0001438,2326
0760380,09,1,01,2,2,2,1,4,5,3,5,5,3,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,07,108,0001438,1333
0760380,09,2,02,2,2,2,2,4,5,3,1,3,2,5,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,07,108,0001438,2326
0760380,10,1,01,2,2,2,2,3,5,2,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,07,108,0001438,1163
0760380,11,1,01,2,2,2,4,4,5,4,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,07,108,0001438,2326
0760380,12,1,02,2,9,2,9,4,5,2,3,3,2,5,1,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,07,108,0001438,2326
0760380,13,1,02,1,1,2,4,4,5,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,07,108,0001438,2326
0760380,14,1,01,2,2,2,4,3,3,5,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,07,108,0001438,3998
0760380,15,1,01,2,2,1,3,4,4,4,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,07,108,0001438,1333
0760380,16,1,01,2,2,2,1,3,4,4,5,3,3,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,07,108,0001438,3998
0760380,17,1,01,1,2,2,2,4,4,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,07,108,0001438,3998
0760380,18,1,02,2,2,2,2,4,5,3,5,5,3,5,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,07,108,0001438,2326
0760391,01,1,02,1,1,1,3,4,5,4,3,5,2,3,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001439,1924
0760391,02,1,01,2,2,2,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,07,108,0001439,3307
0760391,04,1,04,1,1,1,2,4,3,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,07,108,0001439,4409
